HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id1,Input.image1_title,Input.image1_label,Input.image1_url,Input.image2_title,Input.image2_label,Input.image2_url,Input.image3_title,Input.image3_label,Input.image3_url,Answer.equal,Answer.equal.label,Approve,Reject
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$139.01 ,11/7/2021,142,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,143,X,100% (10/10),0% (0/0),139,ISIC_0010449,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0010449_resized.jpg?raw=true,ISIC_8609756,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8609756_resized.jpg?raw=true,ISIC_7371801,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7371801_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$140.01 ,11/7/2021,143,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,144,X,100% (10/10),0% (0/0),140,ISIC_0000328,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000328_resized.jpg?raw=true,ISIC_4908514,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4908514_resized.jpg?raw=true,ISIC_4600751,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_4600751_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$141.01 ,11/7/2021,144,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,145,X,100% (10/10),0% (0/0),141,ISIC_0012982,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0012982_resized.jpg?raw=true,ISIC_8450656,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8450656_resized.jpg?raw=true,ISIC_3025889,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3025889_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$142.01 ,11/7/2021,145,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,146,X,100% (10/10),0% (0/0),142,ISIC_0013581,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0013581_resized.jpg?raw=true,ISIC_9657852,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9657852_resized.jpg?raw=true,ISIC_8574819,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8574819_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$143.01 ,11/7/2021,146,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,147,X,100% (10/10),0% (0/0),143,ISIC_0014543,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0014543_resized.jpg?raw=true,ISIC_5084113,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5084113_resized.jpg?raw=true,ISIC_0628726,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0628726_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$144.01 ,11/7/2021,147,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,148,X,100% (10/10),0% (0/0),144,ISIC_0000281,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000281_resized.jpg?raw=true,ISIC_2232442,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2232442_resized.jpg?raw=true,ISIC_5714411,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5714411_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$145.01 ,11/7/2021,148,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,149,X,100% (10/10),0% (0/0),145,ISIC_0010070,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0010070_resized.jpg?raw=true,ISIC_8374701,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8374701_resized.jpg?raw=true,ISIC_5226353,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5226353_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$146.01 ,11/7/2021,149,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,150,X,100% (10/10),0% (0/0),146,ISIC_0000412,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000412_resized.jpg?raw=true,ISIC_5793035,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5793035_resized.jpg?raw=true,ISIC_9889475,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9889475_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$147.01 ,11/7/2021,150,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,151,X,100% (10/10),0% (0/0),147,ISIC_0000292,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000292_resized.jpg?raw=true,ISIC_7973598,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7973598_resized.jpg?raw=true,ISIC_0952472,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0952472_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$148.01 ,11/7/2021,151,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,152,X,100% (10/10),0% (0/0),148,ISIC_0012382,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0012382_resized.jpg?raw=true,ISIC_0369831,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0369831_resized.jpg?raw=true,ISIC_2504207,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2504207_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$149.01 ,11/7/2021,152,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,153,X,100% (10/10),0% (0/0),149,ISIC_0013248,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0013248_resized.jpg?raw=true,ISIC_7961365,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7961365_resized.jpg?raw=true,ISIC_8789051,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8789051_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$150.01 ,11/7/2021,153,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,154,X,100% (10/10),0% (0/0),150,ISIC_0015200,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0015200_resized.jpg?raw=true,ISIC_3318928,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3318928_resized.jpg?raw=true,ISIC_7399068,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7399068_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$151.01 ,11/7/2021,154,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,155,X,100% (10/10),0% (0/0),151,ISIC_0011158,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0011158_resized.jpg?raw=true,ISIC_6490869,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_6490869_resized.jpg?raw=true,ISIC_2998367,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2998367_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$152.01 ,11/7/2021,155,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,156,X,100% (10/10),0% (0/0),152,ISIC_0014216,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0014216_resized.jpg?raw=true,ISIC_6348638,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_6348638_resized.jpg?raw=true,ISIC_3517311,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3517311_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$153.01 ,11/7/2021,156,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,157,X,100% (10/10),0% (0/0),153,ISIC_0015168,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0015168_resized.jpg?raw=true,ISIC_0401528,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0401528_resized.jpg?raw=true,ISIC_3408231,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3408231_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$154.01 ,11/7/2021,157,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,158,X,100% (10/10),0% (0/0),154,ISIC_0009993,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0009993_resized.jpg?raw=true,ISIC_8985109,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8985109_resized.jpg?raw=true,ISIC_5228997,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5228997_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$155.01 ,11/7/2021,158,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,159,X,100% (10/10),0% (0/0),155,ISIC_0010047,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0010047_resized.jpg?raw=true,ISIC_8892018,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8892018_resized.jpg?raw=true,ISIC_3684488,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3684488_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$156.01 ,11/7/2021,159,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,160,X,100% (10/10),0% (0/0),156,ISIC_0011083,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0011083_resized.jpg?raw=true,ISIC_9199429,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9199429_resized.jpg?raw=true,ISIC_2374243,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2374243_resized.jpg?raw=true,B,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$157.01 ,11/7/2021,160,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,161,X,100% (10/10),0% (0/0),157,ISIC_0001126,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0001126_resized.jpg?raw=true,ISIC_0751582,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0751582_resized.jpg?raw=true,ISIC_5533992,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5533992_resized.jpg?raw=true,B,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$158.01 ,11/7/2021,161,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,162,X,100% (10/10),0% (0/0),158,ISIC_0013840,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0013840_resized.jpg?raw=true,ISIC_2739449,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2739449_resized.jpg?raw=true,ISIC_0489267,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0489267_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$159.01 ,11/7/2021,162,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,163,X,100% (10/10),0% (0/0),159,ISIC_0014185,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0014185_resized.jpg?raw=true,ISIC_3283317,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3283317_resized.jpg?raw=true,ISIC_8109433,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8109433_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$160.01 ,11/7/2021,163,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,164,X,100% (10/10),0% (0/0),160,ISIC_0001133,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0001133_resized.jpg?raw=true,ISIC_7460887,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7460887_resized.jpg?raw=true,ISIC_5084654,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5084654_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$161.01 ,11/7/2021,164,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,165,X,100% (10/10),0% (0/0),161,ISIC_0010475,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0010475_resized.jpg?raw=true,ISIC_1474461,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1474461_resized.jpg?raw=true,ISIC_7808132,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7808132_resized.jpg?raw=true,B,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$162.01 ,11/7/2021,165,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,166,X,100% (10/10),0% (0/0),162,ISIC_0011339,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0011339_resized.jpg?raw=true,ISIC_9024245,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9024245_resized.jpg?raw=true,ISIC_8073553,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8073553_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$163.01 ,11/7/2021,166,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,167,X,100% (10/10),0% (0/0),163,ISIC_0008528,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0008528_resized.jpg?raw=true,ISIC_3996796,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3996796_resized.jpg?raw=true,ISIC_2481044,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2481044_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$164.01 ,11/7/2021,167,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,168,X,100% (10/10),0% (0/0),164,ISIC_0000501,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000501_resized.jpg?raw=true,ISIC_8207974,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8207974_resized.jpg?raw=true,ISIC_1881133,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1881133_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$165.01 ,11/7/2021,168,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,169,X,100% (10/10),0% (0/0),165,ISIC_0011171,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0011171_resized.jpg?raw=true,ISIC_3159924,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3159924_resized.jpg?raw=true,ISIC_1412906,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1412906_resized.jpg?raw=true,B,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$166.01 ,11/7/2021,169,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,170,X,100% (10/10),0% (0/0),166,ISIC_0013056,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0013056_resized.jpg?raw=true,ISIC_7927525,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7927525_resized.jpg?raw=true,ISIC_2162542,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2162542_resized.jpg?raw=true,B,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$167.01 ,11/7/2021,170,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,171,X,100% (10/10),0% (0/0),167,ISIC_0000519,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000519_resized.jpg?raw=true,ISIC_2724529,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2724529_resized.jpg?raw=true,ISIC_1886719,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1886719_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$168.01 ,11/7/2021,171,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,172,X,100% (10/10),0% (0/0),168,ISIC_0012382,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0012382_resized.jpg?raw=true,ISIC_5667461,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_5667461_resized.jpg?raw=true,ISIC_1431777,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1431777_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$169.01 ,11/7/2021,172,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,173,X,100% (10/10),0% (0/0),169,ISIC_0000203,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000203_resized.jpg?raw=true,ISIC_3343475,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3343475_resized.jpg?raw=true,ISIC_0647224,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0647224_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$170.01 ,11/7/2021,173,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,174,X,100% (10/10),0% (0/0),170,ISIC_0011227,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0011227_resized.jpg?raw=true,ISIC_1210620,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1210620_resized.jpg?raw=true,ISIC_1616031,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_1616031_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$171.01 ,11/7/2021,174,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,175,X,100% (10/10),0% (0/0),171,ISIC_0000281,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000281_resized.jpg?raw=true,ISIC_2051486,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_2051486_resized.jpg?raw=true,ISIC_3463156,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_3463156_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$172.01 ,11/7/2021,175,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,176,X,100% (10/10),0% (0/0),172,ISIC_0009991,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0009991_resized.jpg?raw=true,ISIC_9329713,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9329713_resized.jpg?raw=true,ISIC_9147785,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9147785_resized.jpg?raw=true,A,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$173.01 ,11/7/2021,176,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,177,X,100% (10/10),0% (0/0),173,ISIC_0000517,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000517_resized.jpg?raw=true,ISIC_0882617,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0882617_resized.jpg?raw=true,ISIC_0599605,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0599605_resized.jpg?raw=true,B,very certain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$174.01 ,11/7/2021,177,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,178,X,100% (10/10),0% (0/0),174,ISIC_0011294,0,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0011294_resized.jpg?raw=true,ISIC_7785723,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_7785723_resized.jpg?raw=true,ISIC_8068693,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_8068693_resized.jpg?raw=true,B,very uncertain,,
ORALCE,x,Are these two items the same?,Are these two items the same?,"item, equality, comparison",$175.01 ,11/7/2021,178,BatchId:337510;OriginalHitTemplateId:921587268;,3600,259200,11/7/2021,,,ORACLE,ORACLE,Approved,11/7/2021,11/7/2021,11/7/2021,11/7/2021,,,179,X,100% (10/10),0% (0/0),175,ISIC_0000484,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0000484_resized.jpg?raw=true,ISIC_9193127,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_9193127_resized.jpg?raw=true,ISIC_0639769,1,https://github.com/vcheplygina/crowdsim/blob/main/Extra/Data/batch/ISIC_0639769_resized.jpg?raw=true,A,very certain,,
